[検索タイプ] : 企業検索,,,,,,,,,,,
[検索条件] : 〔 業種（東証） ： 水産・農林業 OR 鉱　業 OR 建設業 OR 食料品 OR 繊維製品 OR パルプ・紙 OR 化　学 OR 医薬品 OR 石油・石炭製品 OR ゴム製品 OR ガラス・土石製品 OR 鉄　鋼 OR 非鉄金属 OR 金属製品 OR 機　械 OR 電気機器 OR 輸送用機器 OR 精密機器 OR その他製品 OR 電気・ガス業 OR 陸運業 OR 海運業 OR 空運業 OR 倉庫・運輸関連業 OR 情報・通信業 OR 卸売業 OR 小売業 OR 銀行業 OR 証券、商品先物取引業 OR 保険業 OR その他金融業 OR 不動産業 OR サービス業 〕 AND 〔 決算月 ： 3月 〕 AND 〔 連結/非連結 ： 連結 〕 AND 〔 その他表示項目 ： 時価総額（直近終値ベース） 〕,,,,,,,,,,,
[並び順] : 〔 証券コード ： 昇順 〕,,,,,,,,,,,
,,,,,,,,,,,
[No],[証券コード],[EDINETコード],[企業名],[業種（東証）],[上場市場],[決算月],[会計方式],[連結/非連結],[監査法人],[時価総額（直近終値ベース）[百万円]],[ウォッチリスト]
1662,8101,E02549,㈱ＧＳＩクレオス,卸売業,東証一部,3月末日,日本基準,連結,監査法人保森会計事務所," 12,942 ",--
1663,8103,E02563,明和産業㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 19,970 ",--
1664,8104,E02610,クワザワホールディングス㈱,卸売業,東証一部、札証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,250 ",--
1665,8105,E02627,堀田丸正㈱,卸売業,東証二部,3月末日,日本基準,連結,双葉監査法人," 4,055 ",--
1666,8107,E02628,㈱キムラタン,繊維製品,東証一部,3月末日,日本基準,連結,清稜監査法人," 3,527 ",--
1667,8108,E02612,ヤマエ久野㈱,卸売業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 26,506 ",--
1668,8111,E00603,㈱ゴールドウイン,繊維製品,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 321,698 ",--
1669,8114,E00601,㈱デサント,繊維製品,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 177,771 ",--
1670,8115,E02639,ムーンバット㈱,卸売業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 2,916 ",--
1671,8117,E02642,中央自動車工業㈱,卸売業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 67,467 ",--
1672,8118,E02645,㈱キング,繊維製品,東証一部,3月末日,日本基準,連結,ＰｗＣ京都監査法人," 13,029 ",--
1673,8119,E02647,㈱三栄コーポレーション,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,優成監査法人," 5,159 ",--
1674,8123,E02650,川辺㈱,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,太陽有限責任監査法人," 1,831 ",--
1675,8129,E02608,東邦ホールディングス㈱,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 134,155 ",--
1676,8130,E03071,㈱サンゲツ,卸売業,東証一部、名証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 95,917 ",--
1677,8131,E01074,㈱ミツウロコグループホールディングス,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 77,042 ",--
1678,8132,E01075,シナネンホールディングス㈱,卸売業,東証一部,3月末日,日本基準,連結,"ＥＹ新日本有限責任監査法人,EY新日本有限責任監査法人"," 37,822 ",--
1679,8133,E02643,伊藤忠エネクス㈱,卸売業,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 119,569 ",--
1680,8135,E03076,ゼット㈱,卸売業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 4,864 ",--
1681,8136,E02655,㈱サンリオ,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 176,349 ",--
1682,8137,E02656,サンワテクノス㈱,卸売業,東証一部,3月末日,日本基準,連結,井上監査法人," 19,316 ",--
1683,8138,E02658,三京化成㈱,卸売業,東証二部,3月末日,日本基準,連結,ひびき監査法人," 4,524 ",--
1684,8139,E02660,㈱ナガホリ,卸売業,東証二部,3月末日,日本基準,連結,監査法人日本橋事務所," 2,935 ",--
1685,8140,E02663,㈱リョーサン,卸売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 50,550 ",--
1686,8141,E02664,新光商事㈱,卸売業,東証一部,3月末日,日本基準,連結,清陽監査法人," 36,583 ",--
1687,8144,E02666,㈱電響社,卸売業,東証二部,3月末日,日本基準,連結,太陽有限責任監査法人," 8,991 ",--
1688,8147,E02668,㈱トミタ,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,東陽監査法人," 6,158 ",--
1689,8150,E02671,三信電気㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 51,816 ",--
1690,8152,E02673,ソマール㈱,卸売業,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 3,525 ",--
1691,8153,E02675,㈱モスフードサービス,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 99,390 ",--
1692,8154,E02676,加賀電子㈱,卸売業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 87,684 ",--
1693,8157,E00157,都築電気㈱,情報・通信業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 36,542 ",--
1694,8158,E02635,ソーダニッカ㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 14,245 ",--
1695,8159,E02678,㈱立花エレテック,卸売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 39,272 ",--
1696,8160,E03121,㈱木曽路,小売業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 62,271 ",--
1697,8163,E03090,ＳＲＳホールディングス㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 29,945 ",--
1698,8173,E03052,上新電機㈱,小売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 77,756 ",--
1699,8174,E03051,日本瓦斯㈱,小売業,東証一部,3月末日,日本基準,連結,協立監査法人," 213,842 ",--
1700,8182,E03064,㈱いなげや,小売業,東証一部,3月末日,日本基準,連結,監査法人日本橋事務所," 76,738 ",--
1701,8190,E03072,㈱ヤマナカ,小売業,名証二部,3月20日,日本基準,連結,有限責任監査法人トーマツ," 15,523 ",--
1702,8207,E03108,テンアライド㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 9,730 ",--
1703,8208,E03109,㈱エンチョー,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 7,680 ",--
1704,8214,E03116,㈱ＡＯＫＩホールディングス,小売業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 65,912 ",--
1705,8215,E03117,㈱銀座山形屋,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 1,559 ",--
1706,8218,E03120,㈱コメリ,小売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 141,191 ",--
1707,8219,E03124,青山商事㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 43,792 ",--
1708,8225,E02787,㈱タカチホ,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,清陽監査法人, 997 ,--
1709,8226,E02699,㈱理経,卸売業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 3,335 ",--
1710,8228,E02698,㈱マルイチ産商,卸売業,名証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 24,392 ",--
1711,8230,E03134,㈱はせがわ,小売業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 5,593 ",--
1712,8242,E03020,エイチ・ツー・オー　リテイリング㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 123,072 ",--
1713,8249,E02696,㈱テクノアソシエ,卸売業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 22,240 ",--
1714,8252,E03040,㈱丸井グループ,小売業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 497,644 ",--
1715,8253,E03041,㈱クレディセゾン,その他金融業,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 267,225 ",--
1716,8255,E03133,アクシアル　リテイリング㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 93,786 ",--
1717,8256,E02695,㈱プロルート丸光,卸売業,JASDAQ スタンダード,3月20日,日本基準,連結,なぎさ監査法人," 5,057 ",--
1718,8275,E02693,㈱フォーバル,卸売業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 23,101 ",--
1719,8279,E03127,㈱ヤオコー,小売業,東証一部,3月末日,日本基準,連結,監査法人Ａ＆Ａパートナーズ," 252,086 ",--
1720,8281,E03129,ゼビオホールディングス㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 47,767 ",--
1721,8282,E03128,㈱ケーズホールディングス,小売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 296,550 ",--
1722,8285,E02692,三谷産業㈱,卸売業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 24,153 ",--
1723,8291,E02544,日産東京販売ホールディングス㈱,小売業,東証一部,3月末日,日本基準,連結,アーク有限責任監査法人," 16,325 ",--
1724,8293,E02514,㈱ＡＴグループ,小売業,名証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 55,675 ",--
1725,8303,E03530,㈱新生銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 427,148 ",--
1726,8304,E03531,㈱あおぞら銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 298,444 ",--
1727,8306,E03606,㈱三菱ＵＦＪフィナンシャル・グループ,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,613,701 ",--
1728,8308,E03610,㈱りそなホールディングス,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ東京事務所," 1,161,571 ",--
1729,8309,E03611,三井住友トラスト・ホールディングス㈱,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 1,405,091 ",--
1730,8316,E03614,㈱三井住友フィナンシャルグループ,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 5,516,770 ",--
1731,8331,E03556,㈱千葉銀行,銀行業,東証一部,3月末日,日本基準,連結,ＥＹ新日本有限責任監査法人," 571,680 ",--
1732,8334,E03554,㈱群馬銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 156,047 ",--
1733,8336,E03555,㈱武蔵野銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 57,401 ",--
1734,8337,E03557,㈱千葉興業銀行,銀行業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 16,426 ",--
1735,8338,E03552,㈱筑波銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 14,199 ",--
1736,8341,E03545,㈱七十七銀行,銀行業,東証一部、札証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 100,112 ",--
1737,8342,E03542,㈱青森銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 44,306 ",--
1738,8343,E03546,㈱秋田銀行,銀行業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 25,475 ",--
1739,8344,E03549,㈱山形銀行,銀行業,東証一部,3月末日,日本基準,連結,ＥＹ新日本有限責任監査法人," 30,192 ",--
1740,8345,E03543,㈱岩手銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 32,926 ",--
1741,8346,E03550,㈱東邦銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 52,015 ",--
1742,8349,E03544,㈱東北銀行,銀行業,東証一部,3月末日,日本基準,連結,北光監査法人," 9,690 ",--
1743,8350,E03601,㈱みちのく銀行,銀行業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 17,972 ",--
1744,8354,E03624,㈱ふくおかフィナンシャルグループ,銀行業,東証一部、福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 385,334 ",--
1745,8355,E03570,㈱静岡銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 531,450 ",--
1746,8356,E03569,㈱十六銀行,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 75,469 ",--
1747,8358,E03571,スルガ銀行㈱,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 83,337 ",--
1748,8359,E03563,㈱八十二銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 187,063 ",--
1749,8360,E03562,㈱山梨中央銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 27,406 ",--
1750,8361,E03568,㈱大垣共立銀行,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 78,853 ",--
1751,8362,E03567,㈱福井銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 34,864 ",--
1752,8363,E03566,㈱北國銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 63,652 ",--
1753,8364,E03572,㈱清水銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 18,032 ",--
1754,8365,E03565,㈱富山銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 14,460 ",--
1755,8366,E03575,㈱滋賀銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 110,161 ",--
1756,8367,E03580,㈱南都銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 60,965 ",--
1757,8368,E03574,㈱百五銀行,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 77,252 ",--
1758,8369,E03576,㈱京都銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 403,472 ",--
1759,8370,E03581,㈱紀陽銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 103,692 ",--
1760,8377,E03618,㈱ほくほくフィナンシャルグループ,銀行業,東証一部、札証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 114,849 ",--
1761,8381,E03583,㈱山陰合同銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 85,395 ",--
1762,8382,E03584,㈱中国銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 168,519 ",--
1763,8383,E03582,㈱鳥取銀行,銀行業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 10,812 ",--
1764,8385,E03589,㈱伊予銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 185,523 ",--
1765,8386,E03588,㈱百十四銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 44,310 ",--
1766,8387,E03590,㈱四国銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 29,772 ",--
1767,8388,E03587,㈱阿波銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 90,112 ",--
1768,8392,E03596,㈱大分銀行,銀行業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 28,410 ",--
1769,8393,E03597,㈱宮崎銀行,銀行業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 36,007 ",--
1770,8395,E03599,㈱佐賀銀行,銀行業,東証一部、福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 23,853 ",--
1771,8397,E03603,㈱沖縄銀行,銀行業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 63,411 ",--
1772,8398,E03592,㈱筑邦銀行,銀行業,福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 10,442 ",--
1773,8399,E03602,㈱琉球銀行,銀行業,東証一部、福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 31,339 ",--
1774,8410,E03623,㈱セブン銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 277,137 ",--
1775,8411,E03615,㈱みずほフィナンシャルグループ,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 4,291,332 ",--
1776,8416,E03664,㈱高知銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 8,656 ",--
1777,8418,E03622,㈱山口フィナンシャルグループ,銀行業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 174,209 ",--
1778,8424,E05438,芙蓉総合リース㈱,その他金融業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 223,524 ",--
1779,8425,E05426,みずほリース㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 178,129 ",--
1780,8439,E05346,東京センチュリー㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 782,460 ",--
1781,8462,E03727,フューチャーベンチャーキャピタル㈱,証券、商品先物取引業,JASDAQ スタンダード,3月末日,日本基準,連結,PwC京都監査法人," 5,973 ",--
1782,8473,E05159,ＳＢＩホールディングス㈱,証券、商品先物取引業,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 677,682 ",--
1783,8511,E03688,日本証券金融㈱,その他金融業,東証一部,3月末日,日本基準,連結,東陽監査法人," 83,520 ",--
1784,8515,E03721,アイフル㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 182,701 ",--
1785,8518,E03695,日本アジア投資㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 4,292 ",--
1786,8521,E03684,㈱長野銀行,銀行業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 10,443 ",--
1787,8522,E03652,㈱名古屋銀行,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 48,322 ",--
1788,8524,E03632,㈱北洋銀行,銀行業,東証一部、札証上場,3月末日,日本基準,連結,有限責任あずさ監査法人," 99,365 ",--
1789,8527,E03651,㈱愛知銀行,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 30,870 ",--
1790,8530,E03653,㈱中京銀行,銀行業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 32,858 ",--
1791,8537,E03645,㈱大光銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 13,733 ",--
1792,8541,E03663,㈱愛媛銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 32,960 ",--
1793,8542,E03678,㈱トマト銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 12,379 ",--
1794,8544,E03641,㈱京葉銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 57,099 ",--
1795,8550,E03639,㈱栃木銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 19,071 ",--
1796,8551,E03634,㈱北日本銀行,銀行業,東証一部,3月末日,日本基準,連結,北光監査法人," 15,265 ",--
1797,8554,E03670,㈱南日本銀行,銀行業,福証上場,3月末日,日本基準,連結,新日本有限責任監査法人," 5,821 ",--
1798,8558,E03640,㈱東和銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 19,779 ",--
1799,8560,E03669,㈱宮崎太陽銀行,銀行業,福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 5,182 ",--
1800,8562,E03637,㈱福島銀行,銀行業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 6,552 ",--
1801,8563,E03674,㈱大東銀行,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 7,709 ",--
1802,8566,E04946,リコーリース㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 109,351 ",--
1803,8572,E03693,アコム㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 798,973 ",--
1804,8584,E04768,㈱ジャックス,その他金融業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 93,696 ",--
1805,8585,E04775,㈱オリエントコーポレーション,その他金融業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 271,560 ",--
1806,8591,E04762,オリックス㈱,その他金融業,東証一部,3月末日,米国（SEC）基準,連結,有限責任あずさ監査法人," 2,561,806 ",--
1807,8593,E04788,三菱ＨＣキャピタル㈱,その他金融業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 924,154 ",--
1808,8595,E04806,ジャフコ　グループ㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 234,219 ",--
1809,8596,E04821,㈱九州リースサービス,その他金融業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 17,517 ",--
1810,8600,E23820,トモニホールディングス㈱,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 49,282 ",--
1811,8601,E03753,㈱大和証券グループ本社,証券、商品先物取引業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 1,100,687 ",--
1812,8604,E03752,野村ホールディングス㈱,証券、商品先物取引業,東証一部、名証一部,3月末日,米国（SEC）基準,連結,EY新日本有限責任監査法人," 1,945,634 ",--
1813,8609,E03756,㈱岡三証券グループ,証券、商品先物取引業,東証一部、名証一部,3月末日,日本基準,連結,東陽監査法人," 92,447 ",--
1814,8613,E03760,丸三証券㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 44,280 ",--
1815,8614,E03768,東洋証券㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 15,199 ",--
1816,8616,E03764,東海東京フィナンシャル・ホールディングス㈱,証券、商品先物取引業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 107,880 ",--
1817,8624,E03772,いちよし証券㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 25,543 ",--
1818,8630,E23924,ＳＯＭＰＯホールディングス㈱,保険業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 1,634,814 ",--
1819,8697,E03814,㈱日本取引所グループ,その他金融業,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 1,370,109 ",--
1820,8698,E03815,マネックスグループ㈱,証券、商品先物取引業,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 206,162 ",--
1821,8699,E03770,澤田ホールディングス㈱,証券、商品先物取引業,JASDAQ スタンダード,3月末日,日本基準,連結,ＲＳＭ清和監査法人," 44,106 ",--
1822,8704,E03819,トレイダーズホールディングス㈱,証券、商品先物取引業,JASDAQ スタンダード,3月末日,日本基準,連結,HLBMeisei有限責任監査法人," 9,798 ",--
1823,8705,E03739,岡藤日産証券ホールディングス㈱,証券、商品先物取引業,JASDAQ スタンダード,3月末日,日本基準,連結,監査法人まほろば," 9,719 ",--
1824,8706,E03784,極東証券㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,東陽監査法人," 26,944 ",--
1825,8707,E03788,岩井コスモホールディングス㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,ＰｗＣ京都監査法人," 42,221 ",--
1826,8708,E03763,藍澤證券㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 52,183 ",--
1827,8713,E23187,フィデアホールディングス㈱,銀行業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 22,496 ",--
1828,8714,E23250,㈱池田泉州ホールディングス,銀行業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 45,523 ",--
1829,8715,E24073,アニコム　ホールディングス㈱,保険業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 77,568 ",--
1830,8725,E03854,ＭＳ＆ＡＤインシュアランスグループホールディングス㈱,保険業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 2,049,262 ",--
1831,8732,E03747,㈱マネーパートナーズグループ,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,213 ",--
1832,8737,E03733,㈱あかつき本社,証券、商品先物取引業,東証二部,3月末日,日本基準,連結,海南監査法人," 12,488 ",--
1833,8739,E05242,スパークス・グループ㈱,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 56,585 ",--
1834,8742,E03723,㈱小林洋行,証券、商品先物取引業,東証一部,3月末日,日本基準,連結,Moore至誠監査法人," 2,745 ",--
1835,8746,E03717,第一商品㈱,証券、商品先物取引業,JASDAQ スタンダード,3月末日,日本基準,連結,監査法人アリア," 4,296 ",--
1836,8747,E03716,豊トラスティ証券㈱,証券、商品先物取引業,JASDAQ スタンダード,3月末日,日本基準,連結,東陽監査法人," 7,295 ",--
1837,8750,E06141,第一生命ホールディングス㈱,保険業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 2,502,091 ",--
1838,8766,E03847,東京海上ホールディングス㈱,保険業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 3,633,277 ",--
1839,8769,E05648,㈱アドバンテッジリスクマネジメント,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 19,129 ",--
1840,8771,E05665,イー・ギャランティ㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 102,343 ",--
1841,8783,E03740,ＧＦＡ㈱,その他金融業,JASDAQ スタンダード,3月末日,日本基準,連結,監査法人元和," 3,386 ",--
1842,8793,E05462,ＮＥＣキャピタルソリューション㈱,その他金融業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 46,684 ",--
1843,8795,E03851,㈱Ｔ＆Ｄホールディングス,保険業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 948,234 ",--
1844,8801,E03855,三井不動産㈱,不動産業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 2,608,191 ",--
1845,8802,E03856,三菱地所㈱,不動産業,東証一部、名証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 2,576,322 ",--
1846,8803,E03858,平和不動産㈱,不動産業,東証一部、名証一部、札証上場、福証上場,3月末日,日本基準,連結,有限責任あずさ監査法人," 162,434 ",--
1847,8806,E03861,ダイビル㈱,不動産業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 150,716 ",--
1848,8818,E03867,京阪神ビルディング㈱,不動産業,東証一部,3月末日,日本基準,連結,仰星監査法人," 74,101 ",--
1849,8830,E03907,住友不動産㈱,不動産業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 1,828,170 ",--
1850,8835,E00034,太平洋興発㈱,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 4,989 ",--
1851,8836,E00165,㈱ＲＩＳＥ,不動産業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 2,880 ",--
1852,8841,E00926,㈱テーオーシー,不動産業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 73,131 ",--
1853,8844,E03938,㈱コスモスイニシア,不動産業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 16,277 ",--
1854,8848,E03943,㈱レオパレス２１,不動産業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 49,079 ",--
1855,8850,E03945,スターツコーポレーション㈱,不動産業,東証一部,3月末日,日本基準,連結,監査法人日本橋事務所," 152,544 ",--
